orig_depth,orig_direction,orig_max,orig_mean,orig_median,orig_min,orig_origin,orig_size,orig_spacing,orig_std,path
436,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1779,-907.9229869667544,-291.0,-3024,"(-171.1999969482422, -190.39999389648438, -246.63999938964844)","(512, 512, 436)","(0.703125, 0.703125, 0.625)",1164.1830817096807,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0854/01-01-2000-CHEST-33747/31227-Recon 2 ACRIN LARGE-39556
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3242,2402.185330451869,2511.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",496.38985946999406,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0120/01-01-2000-04772/3219-W Chest PA-18213
183,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",32767,-830.5971828731683,-887.0,-32768,"(-258.78900146484375, -239.25779724121094, 1250.5)","(512, 512, 183)","(0.946, 0.946, 2.0)",802.4138665431126,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0120/01-01-2000-71173/3221-29969
157,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1643,-396.952058245422,-120.0,-1024,"(-170.6875, -309.6875, 716.7000122070312)","(512, 512, 157)","(0.625, 0.625, 1.79998779296875)",460.41273848442535,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0813/01-01-2000-11692/3000055-95208
241,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-985.5879227887546,-860.0,-3024,"(-147.5, -151.5, -320.0)","(512, 512, 241)","(0.552734, 0.552734, 1.25)",1147.2207379191766,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0331/01-01-2000-CT CHEST O CONTR-79876/65150
171,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1676,-450.82070206759266,-166.0,-1024,"(-142.705078125, -292.705078125, -384.0)","(512, 512, 171)","(0.58984375, 0.58984375, 1.79998779296875)",481.95604345327575,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0622/01-01-2000-63743/3000001-07488
225,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2625,-905.3372988213433,-587.0,-3024,"(-157.89999389648438, -159.5, -301.4100036621094)","(512, 512, 225)","(0.623047, 0.623047, 1.25)",1180.9268842497518,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0591/01-01-2000-CT LUNG SCREEN-70869/13511
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16371,6433.804175459657,6687.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",3796.1467408813287,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0021/01-01-2000-39424/3000719-45434
149,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-817.1586815750838,-928.0,-2048,"(-194.10000610351562, -143.8000030517578, -375.5)","(512, 512, 149)","(0.742188, 0.742188, 2.5)",782.1201192266005,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0021/01-01-2000-80793/3000570-02868
280,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-471.5570096833365,-817.0,-1000,"(-154.30963134765625, 15.924079895019531, -800.2999877929688)","(512, 512, 280)","(0.578125, 0.578125, 1.0)",532.3839127437896,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0735/01-01-2000-09271/30072-76543
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-788.4554889650274,-905.0,-2048,"(-199.5, -200.0, -345.7200012207031)","(512, 512, 133)","(0.78125, 0.78125, 2.5)",785.4796204750493,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0008/01-01-2000-30141/3000549-21954
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16364,6500.963599099324,7214.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",4055.838210202341,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0008/01-01-2000-46755/3001591-37639
141,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1668,-849.7578144479305,-901.0,-2048,"(-170.0, -170.0, -365.25)","(512, 512, 141)","(0.664062, 0.664062, 2.5)",746.4852976691247,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0028/01-01-2000-60855/3000563-52671
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16383,4149.71974795111,4467.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",1594.3211043401918,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0028/01-01-2000-99597/3000718-19912
103,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3822,-742.7315873821963,-794.0,-2048,"(-189.0625, -205.4687042236328, 1434.0)","(512, 512, 103)","(0.738, 0.738, 3.0)",808.9869232249348,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1000/01-01-2000-96031/3128-29768
235,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2471,-929.1166065297228,-744.0,-3024,"(-133.3000030517578, -146.39999389648438, -314.2300109863281)","(512, 512, 235)","(0.537109, 0.537109, 1.25)",1167.0319201302013,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0450/01-01-2000-CT CHEST O CONTR-19747/57224
253,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2430,-876.2586189390643,-267.0,-3024,"(-133.8000030517578, -133.3000030517578, -341.5400085449219)","(512, 512, 253)","(0.601562, 0.601562, 1.25)",1185.9174344001985,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0539/01-01-2000-CT CHEST O CONTR-63297/2-86296
190,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1883,-476.30895608600815,-559.0,-1024,"(-205.62890625, -333.62890625, -373.20001220703125)","(512, 512, 190)","(0.7421875, 0.7421875, 1.800018310546875)",478.6153063126429,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0320/01-01-2000-90088/3000044-20611
141,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2682,-975.5347475363008,-869.0,-3024,"(-200.39999389648438, -191.5, -374.739990234375)","(512, 512, 141)","(0.748047, 0.748047, 2.5)",1147.6920007784427,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0918/01-01-2000-CT LUNG SCREEN-36846/68137
194,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-369.1579609507138,-118.0,-1024,"(-157.677734375, -311.677734375, -438.3999938964844)","(512, 512, 194)","(0.64453125, 0.64453125, 1.79998779296875)",476.575280651032,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1001/01-01-2000-89347/3000026-36860
477,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1653,-985.0561090385389,-867.0,-3024,"(-180.0, -161.3000030517578, -277.55999755859375)","(512, 512, 477)","(0.703125, 0.703125, 0.625)",1136.1543953445744,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0943/01-01-2000-66506/30311-27409
124,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2038,-982.8454379420126,-851.0,-3024,"(-159.10000610351562, -151.3000030517578, -327.4800109863281)","(512, 512, 124)","(0.615234, 0.615234, 2.5)",1145.5886211018521,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0881/01-01-2000-CT LUNG SCREEN-01892/66345
4,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16382,8497.505269129095,9185.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 4)","(1.0, 1.0, 1.0)",4023.3152083936966,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0022/01-01-2000-25074/3001612-91452
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-744.4861153910931,-849.0,-2048,"(-180.0, -212.60000610351562, -336.75)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",813.2350751012818,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0022/01-01-2000-36179/3000630-50076
265,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1071.677998222495,-934.0,-3024,"(-212.0, -226.0, -336.5)","(512, 512, 265)","(0.882812, 0.882812, 1.25)",1100.1935696650573,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0118/01-01-2000-CT CHEST W CONT-82336/4-Recon 3 CHEST-57528
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2228,1186.8349102369668,1238.0,0,"(0.0, 0.0, 0.0)","(2011, 2006, 1)","(0.19455556, 0.19455556, 1.0)",187.91787390790023,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0118/01-01-2000-CHEST PA - LAT-79139/33297-CHEST PA - LAT-94758
177,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2036,-385.37049548908817,-123.0,-1024,"(-168.1787109375, -336.1787109375, -387.29998779296875)","(512, 512, 177)","(0.642578125, 0.642578125, 1.79998779296875)",460.9305715447155,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0474/01-01-2000-72976/3000045-66720
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",32767,17417.286059363356,18267.0,0,"(0.0, 0.0, 0.0)","(2465, 2758, 1)","(1.0, 1.0, 1.0)",7491.081917733126,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0138/01-01-2000-CHEST PA - LAT-64404/14605-Chest pa-36775
273,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1118.0924387362413,-958.0,-3024,"(-229.60000610351562, -245.1999969482422, -345.0)","(512, 512, 273)","(0.878906, 0.878906, 1.25)",1072.2712731534127,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0138/01-01-2000-CT CHEST W CONT-37148/102-CT CHEST 5 X 5-89059
328,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3095,-608.0751595031925,-937.0,-1000,"(-162.81625366210938, -142.03094482421875, 1604.0)","(512, 512, 328)","(0.7421875, 0.7421875, 1.0)",489.5921895153546,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0965/01-01-2000-1-91560/30011-01375
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-961.0288915992679,-824.0,-3024,"(-143.6999969482422, -118.69999694824219, -340.0)","(512, 512, 133)","(0.566406, 0.566406, 2.5)",1153.906984247853,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0952/01-01-2000-CT LUNG SCREEN-80921/12009
118,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1443,-556.4720732155492,-886.0,-1024,"(-182.646484375, -343.646484375, -424.5)","(512, 512, 118)","(0.70703125, 0.70703125, 3.0)",458.913884479025,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0855/01-01-2000-13854/5476-ThoraxRoutine  3.0  B31f-57503
186,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3049,-431.64844705725227,-137.0,-1024,"(-160.70703125, -295.70703125, -390.0)","(512, 512, 186)","(0.5859375, 0.5859375, 1.79998779296875)",479.4712699622606,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1003/01-01-2000-84244/3000023-44795
229,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-515.0419123787026,-860.0,-1024,"(-182.6484375, -308.6484375, -483.3999938964844)","(512, 512, 229)","(0.703125, 0.703125, 1.79998779296875)",482.83661163494276,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0324/01-01-2000-27861/3000000-89413
477,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1792,-861.4996699847015,-166.0,-3024,"(-161.5, -160.0, -301.7300109863281)","(512, 512, 477)","(0.683594, 0.683594, 0.625)",1181.1539484272835,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0789/01-01-2000-66925/30789-26253
225,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2207,-587.8887414889865,-911.0,-1024,"(-170.677734375, -303.677734375, -408.70001220703125)","(512, 512, 225)","(0.64453125, 0.64453125, 1.800018310546875)",485.7389037266172,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0309/01-01-2000-48253/3000284-31537
225,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1037.707711791992,-907.0,-3024,"(-206.8000030517578, -212.0, -280.0)","(512, 512, 225)","(0.828125, 0.828125, 1.25)",1113.2901147642785,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0020/01-01-2000-29935/3000525-47372
190,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2676,-563.4099190360621,-894.0,-1024,"(-162.6875, -311.6875, -360.70001220703125)","(512, 512, 190)","(0.625, 0.625, 1.800018310546875)",483.3769053501681,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0425/01-01-2000-47805/3000054-46285
150,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2830,-455.1705626678467,-409.0,-1024,"(-146.1865234375, -295.1865234375, -460.0)","(512, 512, 150)","(0.626953125, 0.626953125, 3.0)",489.7672659895149,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0101/01-01-2000-57752/3192-ThoraxRoutine  3.0  B31s-17327
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3197,2248.1970076450307,2341.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",545.4652672239554,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0101/01-01-2000-23891/3197-W Chest PA-63200
513,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2592,-910.0900049414087,-444.0,-3024,"(-150.5, -150.0, -318.57501220703125)","(512, 512, 513)","(0.585938, 0.585938, 0.625)",1169.4859800661736,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0406/01-01-2000-CHEST-67496/32142-Recon 2 LOW DOSE THROUGH LUNGS-05022
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1958,-916.438459080974,-740.0,-3024,"(-181.0, -166.89999389648438, -342.6199951171875)","(512, 512, 127)","(0.664062, 0.664062, 2.5)",1172.1022144107808,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0916/01-01-2000-CT LUNG SCREEN-89609/13546
519,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1791,-920.2779930055946,-700.0,-3024,"(-160.8000030517578, -180.0, -349.75)","(512, 512, 519)","(0.703125, 0.703125, 0.625)",1168.4017670518833,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0727/01-01-2000-22594/30725-39027
259,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2705,-1014.0626184323579,-879.0,-3024,"(-179.0, -147.89999389648438, -330.0)","(512, 512, 259)","(0.703125, 0.703125, 1.25)",1130.9156113324905,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0718/01-01-2000-CT CHEST WO CONTRAST-66547/2-40429
117,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-751.2053498814248,-851.0,-2048,"(-177.5, -170.0, -310.5)","(512, 512, 117)","(0.664062, 0.664062, 2.5)",806.5501700761446,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0189/01-01-2000-CT CA-16202/6-Recon 3 CHEST-ABD-73682
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3201,2398.0984586616582,2479.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",451.46477153809684,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0069/01-01-2000-11368/3083-W Chest PA-96731
136,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",24796,-639.8716784365037,-129.0,-2479,"(-184.375, -188.2812042236328, 1288.5)","(512, 512, 136)","(0.741, 0.741, 2.0)",833.504691935827,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0069/01-01-2000-29787/3079-04249
140,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1651,-856.1610717773438,-137.0,-3024,"(-171.0, -143.60000610351562, -237.24000549316406)","(512, 512, 140)","(0.664062, 0.664062, 2.0)",1183.6732839733756,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0480/01-01-2000-96977/30459-08058
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-802.1298290338731,-900.0,-2048,"(-175.3000030517578, -180.0, -387.25)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",780.1950613641221,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0290/01-01-2000-CT THORAX WCONTRAST-53087/2-CHEST-42176
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16359,7240.385832455889,7779.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3653.0422525886984,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0290/01-01-2000-CHEST PA  LATERAL-27365/50640-CHEST PA  LATERAL-49816
238,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-753.7062520740412,-832.0,-2048,"(-244.60000610351562, -221.1999969482422, -284.5)","(512, 512, 238)","(0.78125, 0.78125, 1.25)",795.583829146649,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0155/01-01-2000-15811/3000645-19348
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4094,-700.3022399361678,-568.0,-2048,"(-153.9062042236328, -161.7187042236328, 1255.0)","(512, 512, 127)","(0.677, 0.677, 3.0)",812.9082643834898,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0156/01-01-2000-39422/5595-18854
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3100,2389.7050063122433,2538.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",472.977333381006,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0156/01-01-2000-27694/5594-W Chest PA-04395
452,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1614,-932.6068563461304,-794.0,-3024,"(-183.60000610351562, -180.0, -336.82000732421875)","(512, 512, 452)","(0.703125, 0.703125, 0.625)",1164.7676118662182,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0498/01-01-2000-CHEST-00229/30910-Recon 2 ACRIN LARGE-25349
95,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3095,-523.3466412192897,-842.0,-1000,"(-187.0, -115.0, 1521.5)","(512, 512, 95)","(0.75, 0.75, 3.0)",507.4701189295621,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0886/01-01-2000-07982/30036-59491
151,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1732,-923.6837120056152,-754.0,-3024,"(-164.10000610351562, -150.0, -295.7200012207031)","(512, 512, 151)","(0.585938, 0.585938, 2.0)",1166.9877407588037,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0746/01-01-2000-CHEST-84209/32139-61095
236,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-840.0454501297514,-924.0,-2048,"(-228.8000030517578, -220.0, -305.75)","(512, 512, 236)","(0.859375, 0.859375, 1.25)",766.1119286528893,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0123/01-01-2000-95866/3000648-68219
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16335,6324.4595493097195,6764.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",3798.7527739554125,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0123/01-01-2000-90864/3000986-78955
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-781.0141271433436,-884.0,-2048,"(-220.0, -220.0, -370.5)","(512, 512, 133)","(0.859375, 0.859375, 2.5)",784.4814458455593,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1011/01-01-2000-CT THORAX WCONTRAST-94040/2-CHEST-06815
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4095,2443.82756716921,2564.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",574.5028505805172,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0134/01-01-2000-38369/5507-W Chest PA-73281
118,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4053,-755.1541354939089,-865.0,-2048,"(-181.25, -164.0625, 1320.5)","(512, 512, 118)","(0.705, 0.705, 3.0)",807.0746499644579,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0134/01-01-2000-04239/5508-62582
210,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1725,-542.8203282310849,-888.0,-1024,"(-194.6484375, -363.6484375, -402.20001220703125)","(512, 512, 210)","(0.703125, 0.703125, 1.800018310546875)",484.77725553600146,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0878/01-01-2000-35340/3000009-16930
166,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",29247,-799.3145283848406,-913.0,-4471,"(-164.8437042236328, -171.875, 1321.5)","(512, 512, 166)","(0.705, 0.705, 2.0)",808.0587747048232,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0084/01-01-2000-27940/3211-79503
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",877,455.3495297897196,474.0,0,"(0.0, 0.0, 0.0)","(2140, 1760, 1)","(0.2, 0.2, 1.0)",170.45431640147038,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0084/01-01-2000-12869/3210-19980
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-985.2895959869145,-871.0,-3024,"(-130.89999389648438, -134.0, -331.6499938964844)","(512, 512, 127)","(0.523438, 0.523438, 2.5)",1149.8527806176119,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0832/01-01-2000-CT LUNG SCREEN-81549/75410
129,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-796.4814202360404,-898.0,-2048,"(-208.1999969482422, -242.0, -334.5)","(512, 512, 129)","(0.78125, 0.78125, 2.5)",788.6184757083405,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0578/01-01-2000-CHESTABDPELVIS-44681/4-99991
185,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2425,-441.1299869846653,-207.0,-1024,"(-164.66796875, -299.66796875, -360.70001220703125)","(512, 512, 185)","(0.6640625, 0.6640625, 1.800018310546875)",482.3851667561818,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0420/01-01-2000-57120/3000052-09377
300,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-404.0520017369588,-127.0,-1000,"(-171.90093994140625, -42.13868713378906, -675.5)","(512, 512, 300)","(0.662109375, 0.662109375, 1.0)",495.6426192411415,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0486/01-01-2000-01998/30057-80130
132,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2489,-878.4378489581021,-343.0,-3024,"(-205.0, -171.6999969482422, -370.1000061035156)","(512, 512, 132)","(0.751953, 0.751953, 2.5)",1188.1216147419777,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0804/01-01-2000-CHEST-48908/73537
277,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1099.3366863374677,-973.0,-3024,"(-215.6999969482422, -225.0, -335.0)","(512, 512, 277)","(0.878906, 0.878906, 1.25)",1086.3769351025128,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0010/01-01-2000-43375/3000518-66796
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",32767,19949.24405049795,21523.0,0,"(0.0, 0.0, 0.0)","(3000, 2845, 1)","(1.0, 1.0, 1.0)",8305.975969568275,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0010/01-01-2000-37629/3000709-50417
231,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1751,-442.59816728732284,-161.0,-1000,"(-155.85531616210938, 8.863422393798828, -856.2999877929688)","(512, 512, 231)","(0.666015625, 0.666015625, 1.0)",494.77874520867135,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0996/01-01-2000-92714/30050-84002
253,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-915.1459951438452,-618.0,-3024,"(-185.39999389648438, -183.8000030517578, -314.75)","(512, 512, 253)","(0.625, 0.625, 1.25)",1179.0900552675723,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0305/01-01-2000-CT CHEST O CONTR-50185/2-45028
